ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
hossam82/santa-submission-bbox3,Hossam Hamouda,Santa-submission BBOX3,62,,false,false,SA;Translation;Ensemble,numba;numpy;pandas;shapely,1062,False,,True,False,True,True,https://www.kaggle.com/code/hossam82/santa-submission-bbox3,downloaded/hossam82_santa-submission-bbox3,70.676157139568,,
samyakrajbayar/santa-try-2,Samyakraj Bayar,Santa Try 2,11,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-try-2,downloaded/samyakrajbayar_santa-try-2,70.765529463816,Amy,40
fuxiangting/intergration-of-existing-result-current-bes-4ecdd5,fuxiangting,Intergration of Existing Result(current bes 4ecdd5,5,,false,false,Translation,numpy;pandas;shapely,244,False,,True,False,True,True,https://www.kaggle.com/code/fuxiangting/intergration-of-existing-result-current-bes-4ecdd5,downloaded/fuxiangting_intergration-of-existing-result-current-bes-4ecdd5,70.765924487313,Anna,176
samyakrajbayar/santa-santa,Samyakraj Bayar,Santa Santa,3,,false,false,Translation,matplotlib;numpy;pandas;shapely,261,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-santa,downloaded/samyakrajbayar_santa-santa,,Amy,40
samyakrajbayar/santa-submission-5db67f,Samyakraj Bayar,Santa-submission 5db67f,0,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-5db67f,downloaded/samyakrajbayar_santa-submission-5db67f,,Amy,40
hweowe/santa-submission-e3bd01,hwe owe,Santa-submission e3bd01,22,,false,false,Translation,numpy;pandas;scipy;shapely,487,False,,True,False,True,False,https://www.kaggle.com/code/hweowe/santa-submission-e3bd01,downloaded/hweowe_santa-submission-e3bd01,70.836913967483,,
abdulwahab2321/intergration-of-existing-result-current-best,Abdul wahab Khan,Intergration of Existing Result(current best🚀🚀),7,,false,false,Translation,numpy;pandas;shapely,224,False,,True,False,True,True,https://www.kaggle.com/code/abdulwahab2321/intergration-of-existing-result-current-best,downloaded/abdulwahab2321_intergration-of-existing-result-current-best,70.875622888955,,
zhangtengfei02/intergration-of-existing-result-current-best,Kaixuan Wang,Intergration of Existing Result(current best🚀🚀),110,,false,false,Translation;Ensemble,numpy;pandas;shapely,264,False,,True,False,True,True,https://www.kaggle.com/code/zhangtengfei02/intergration-of-existing-result-current-best,downloaded/zhangtengfei02_intergration-of-existing-result-current-best,70.445567191126,Kaixuan,34
itsyoursumit/santa-claude-single-group-optimizer-subm1,Sumit Pandey,Santa_Claude_Single_Group_Optimizer_Subm1,4,,false,false,Translation;Ensemble,numpy;pandas;shapely,156,False,,True,False,True,True,https://www.kaggle.com/code/itsyoursumit/santa-claude-single-group-optimizer-subm1,downloaded/itsyoursumit_santa-claude-single-group-optimizer-subm1,71.00868258143,,
accelra/christmas-week,Accelra,Christmas Week,0,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/accelra/christmas-week,downloaded/accelra_christmas-week,,,
kmmmvs/fork-of-ffffffork-of-blending-multip-1e264d,Sung Heo,Fork of FFFFFFork of Blending + multip 1e264d,73,,false,false,Translation;Ensemble;Greedy,numba;numpy,200,True,ffffffork-of-blending-multip-1e264d,True,False,True,True,https://www.kaggle.com/code/kmmmvs/fork-of-ffffffork-of-blending-multip-1e264d,downloaded/kmmmvs_fork-of-ffffffork-of-blending-multip-1e264d,,Very Ape,64
sacuscreed/santa-2025-solutions-guided-refinement,Ángel Jacinto Sánchez Ruiz,Santa 2025 - Solutions Guided Refinement,0,,false,false,Sparrow;Translation;Ensemble,matplotlib;numpy;pandas;shapely,1621,False,,True,False,True,True,https://www.kaggle.com/code/sacuscreed/santa-2025-solutions-guided-refinement,downloaded/sacuscreed_santa-2025-solutions-guided-refinement,,Let me solo her!,72
fuxiangting/santa25-ensemble-sa-fractional-translation,fuxiangting,[Santa25] Ensemble + SA + Fractional Translation,9,,false,false,Translation;Ensemble,multiprocessing;numba;numpy;pandas;shapely,1693,False,,True,False,True,True,https://www.kaggle.com/code/fuxiangting/santa25-ensemble-sa-fractional-translation,downloaded/fuxiangting_santa25-ensemble-sa-fractional-translation,72.984879040041,Anna,176
eyestrain/blending-multiple-oplimisation,eyestrain,Blending + multiple oplimisation,57,,false,false,Translation;Ensemble;Greedy,matplotlib;multiprocessing;numba;numpy;pandas;scipy;shapely,1753,False,,True,False,True,True,https://www.kaggle.com/code/eyestrain/blending-multiple-oplimisation,downloaded/eyestrain_blending-multiple-oplimisation,72.088371226579,ST,143
qacenn/blending-blending-ble,Qacenn_,ИДУ blending blending ble,50,,false,false,Translation;Ensemble,multiprocessing;numba;numpy;pandas;shapely,1033,True,,True,False,True,True,https://www.kaggle.com/code/qacenn/blending-blending-ble,downloaded/qacenn_blending-blending-ble,72.833418297157,,
ichigoe/fast-c-solution-in-jupyter-lb-83-031,Ichigo_E,Fast C++ Solution in Jupyter | LB 83.031,29,,false,false,Translation,,478,False,,True,False,True,False,https://www.kaggle.com/code/ichigoe/fast-c-solution-in-jupyter-lb-83-031,downloaded/ichigoe_fast-c-solution-in-jupyter-lb-83-031,83.031685401301,,
